name,age,zip
Mcintyre,37,62140
William,44,08200
Cannon,38,35850
Albrecht,44,86370
Gonzalez,47,26570
Mccool,40,25440
Chambers,34,18300
Kane,42,51230
Hawthorne,50,02120
Nedley,46,11240
Meyer,27,31470
Fitzwater,39,61800
Mckie,48,55290
Aguilera,60,71170
Cruz,50,86210
Feliciano,43,02300
Braun,65,43500
Delisio,50,54260
Beyah,56,60210
Pasquino,43,33340
Millard,39,65170
Angelocci,32,32300
Farrar,54,38590
Mikell,38,57980
Patterson,41,27340
Speer,50,17330
Davis,52,01410
Diehl,46,81170
Walker,40,78510
Brown,38,01290
Halvorsen,42,59380
Brown,40,57690
Flores,39,11400
Williford,34,53110
Infante,40,07260
Barker,53,15320
Montgomery,53,89630
Arnold,33,11190
Garza,68,17230
Basil,31,65100
Buchanon,59,03220
Simpson,53,10130
Margeson,34,68470
Hawkins,42,09320
Waite,31,54380
Heritage,46,18350
Tavis,50,57910
Carter,50,10300
Moses,38,43150
Patterson,42,80160
Hoffman,46,24130
Hester,43,20135
Jeffery,54,76260
Lind,67,20166
Mumford,57,74700
Ayala,36,59195
Smith,29,50580
Smith,51,25410
Mcevoy,38,21510
Farver,50,26400
Andres,35,15120
Jensen,50,21400
Richards,51,21320
Allred,34,33220
Diaz,53,29170
Drummond,41,61160
Jares,44,50130
Lucas,45,11250
Foley,52,27150
Pugh,48,74210
Macmillan,42,59233
Cote,39,62770
Figueroa,44,86200
Golden,54,60790
Urick,58,71220
Olds,20,38112
Gardner,47,02420
Mcguinness,52,57340
Cagle,45,31420
Surdam,51,44110
Samples,34,67420
Fiaschetti,55,27300
Rooks,46,70400
Taylor,56,25170
Rowen,40,55100
Woods,37,20270
Zepeda,48,49310
Schenk,23,16100
Rhodes,40,72320
Obleton,37,02400
Marquez,41,48500
Newsom,54,18140
Hayton,33,49270
Walker,55,05130
Ferrante,50,80160
Henderson,15,58800
Boulerice,53,84570
Lewis,36,59191
Wright,50,05110
Braud,47,72140
Smith,43,36210
West,41,70230
Rose,59,80500
Zink,44,01510
Mcwilliams,30,89113
Saucedo,51,59169
Scales,45,70500
Knight,41,57630
Osorio,51,51140
Evans,44,47510
Smith,48,70120
Ward,51,01550
Clemans,45,57590
Granada,40,54880
Hershman,45,76890
Loaiza,50,51210
Ottis,69,54650
Galvan,56,38590
Vaughn,33,02240
Quinto,38,36290
Baines,46,80560
Montgomery,71,57870
Walston,50,12540
Singleton,51,88170
Maze,58,25720
Knutson,47,31350
Schwein,29,58370
Jones,74,27140
Trombley,55,57480
Lee,52,91490
Bryant,44,73160
Brooks,37,45210
Robinson,49,54560
May,54,20190
Hoffman,44,21310
Yoxall,36,38290
Hubbard,45,68480
Harten,53,60240
Macvane,37,53250
Hupp,51,89100
Vann,37,39570
Fowler,62,55290
Griswold,41,30160
Lane,44,72120
Hughey,44,08460
Ellingson,33,79100
Sutton,75,80320
Hopkins,47,41600
Richards,49,41370
Ricketts,49,02360
Guarini,48,31220
Hanes,54,76270
Pavlick,45,88700
Gaines,48,80700
Cox,49,72600
Locke,37,95100
Gary,30,14690
Bennett,46,24560
Garay,38,01090
Walker,52,85540
Mabry,69,59134
Csaszar,59,36110
Couch,36,70310
Wood,49,55260
Bruce,53,80420
Turner,34,38620
Blansett,50,62240
Combs,49,32260
Stai,48,68640
Koepp,25,47420
Leonardo,46,39110
Barela,59,86170
Montoya,56,02260
Wilkins,37,19100
Shelby,28,01480
Dolan,37,38590
Ingram,39,29170
Jauch,50,69360
Hamons,60,18200
Downey,50,31290
Milo,34,51240
Murphree,45,14960
Bondy,48,25250
Muir,54,55700
Renick,39,40300
Krys,43,71150
Perez,42,11260
Reyes,51,52240
Cullins,30,08270
Worthington,48,18600
Freeman,40,53290
Sanders,48,95500
Bradley,55,88630
Allen,54,55260
Faye,60,41170
Meier,49,08250
Duty,33,59120
Michell,55,71570
Leak,53,79220
Hill,33,51120
Adams,62,63330
Phillips,46,76550
Innocent,55,57260
Aaron,54,30360
Stay,44,11200
Freeman,39,12320
Clark,60,04320
Houston,47,25640
Baum,55,32370
Austin,34,28150
Evans,47,02420
Brown,34,39570
Masse,52,72510
Tyson,47,22160
Schneeman,52,14350
Williams,46,74910
Bernard,50,68640
Adams,27,36140
Doyle,51,72250
Polo,36,64120
Donnelly,48,30200
Swanston,45,34210
Carden,62,62850
Law,61,90110
West,45,40300
Egbert,42,02500
Johnson,35,24610
Greenberg,51,25500
Gilley,30,02300
Messina,51,80700
Voegele,61,03500
Ferro,45,10700
Kane,70,52230
Mermis,44,18200
Pappas,40,58140
Caldwell,35,56160
Labounty,37,08220
Wagner,50,42110
Cobb,46,88140
Doane,32,65120
Rivera,53,54290
Jenkins,53,02500
Carmona,51,63730
Bruch,39,11310
Bean,42,77890
Olson,47,78200
Pittman,55,54810
Hernandez,36,53410
Hirsh,57,16590
Sewell,46,37310
Ocasio,48,51260
Block,44,61200
Oestreich,40,80460
Nero,31,25290
Schulman,50,50570
Evans,50,71510
Ireland,49,62270
Welling,37,78270
Tidwell,46,70000
Orgill,55,53200
Poteet,27,18350
Oliver,59,62610
Brunet,68,22660
Wallace,56,35660
Holmes,39,02130
Mcneely,25,25530
Tolbert,52,88300
Coffman,56,79100
Boisvert,31,50570
Barton,50,88500
Gold,42,25330
Schlagel,34,70100
Hansen,40,37330
Roberts,52,71420
Neu,45,90200
Davis,51,38480
Jones,56,02860
Barnett,42,57720
Ruffin,36,53250
Hussey,61,72130
Williams,47,77123
Freeman,50,80700
Slater,45,36500
Garcia,45,78440
March,38,59262
Payne,47,55400
Christian,40,54120
Call,27,63450
Schneider,16,63160
Castillo,40,73540
Summerlin,57,27610
Meyers,48,62223
Brown,52,98779
Jenkins,35,32130
Jaimes,75,80500
Polk,44,13240
Salberg,45,35580
Littlejohn,47,15220
Greene,40,64370
Ballard,44,35490
Hogue,41,60790
Jone,51,11580
Aviles,31,45480
Anderson,47,02380
Sittre,55,39120
Romeo,51,62170
Roesler,36,21330
Anderson,51,02270
Green,48,23320
Obiesie,46,64420
Mathews,48,31440
Schlottmann,59,86200
Mack,59,39300
Williams,34,25320
Scott,44,23400
Dulac,46,60240
Hillebrandt,43,50210
Belden,42,33420
Clark,46,63620
Nguyen,42,26110
Dargie,39,46240
Mitchiner,53,54380
Sanderson,38,83670
Williams,54,85120
Pittman,33,89800
Tom,35,14170
Munder,47,60190
Briggs,27,25510
Amato,45,19160
Griffin,50,88210
Crutchfield,38,02130
Harris,45,88000
Johnson,52,35290
Johnson,60,09100
Frost,39,37700
Stafford,61,83560
Thompson,33,28240
Rennemeyer,37,49160
Payne,47,54800
Potter,56,31540
Charles,36,78950
Saavedra,50,57560
Armor,56,18210
Weber,54,74160
Williams,56,77950
Walker,65,31800
Waters,45,58140
Williams,48,90800
Talavera,30,33720
Martin,58,57245
Buco,36,62116
Hatfield,43,14440
Harris,49,45700
Fulton,66,73160
Lake,59,08130
Tye,54,14880
Murray,51,53410
Wood,59,63200
Matthews,51,50810
Fetters,28,59840
Tse,47,22800
Whetstone,40,49490
Bustos,41,27930
Carrabine,53,64400
Sapp,47,31460
Patterson,45,22600
Hagge,48,27160
Walker,41,85300
Torres,70,58230
Parris,36,65220
Watson,38,20222
Helquist,17,52260
Meyer,59,57370
Hughes,37,62126
Necaise,61,24320
Cotton,62,57360
Musser,52,49390
Castillo,61,79110
Luce,48,91780
Ballou,58,22160
Fisher,47,11170
Camfield,40,52170
Lee,44,15300
Monton,55,68680
Phipps,46,41290
Rhodes,49,12420
Rodriquez,34,65560
Paige,45,10130
Cuthbertson,64,21250
Brown,63,09400
Pagano,61,28160
Sanderson,55,98731
Georges,46,40390
Williams,51,72190
Golden,61,57450
Messick,44,49270
Jolly,45,61430
Mittman,45,62111
Daugherty,44,16330
Aikens,44,10400
Miller,34,39250
Greenspan,59,01500
Elkin,45,42380
Bowen,37,68480
Hooker,49,80430
Parker,47,66350
Butler,50,30200
Chitwood,51,26340
Perry,75,64260
Tubbs,7,32300
Jawad,42,62610
Reimold,60,63570
Eubank,37,26740
Owens,49,22130
Eilers,48,33760
Lang,41,34290
Murphy,62,91680
Brumley,38,35134
Ward,46,21390
Nieves,42,59553
Kirkpatrick,40,50140
Duchesne,60,16250
Moore,42,88260
Griffin,31,47370
Washington,48,76400
Perea,43,09300
Abbott,40,60690
Mucha,75,76280
Vandenheuvel,51,23190
Surratt,43,88650
Phillips,54,90360
Wilson,48,39210
Harpster,54,42110
Faulkner,58,74350
Tebow,31,11580
Kirschner,52,29410
Strickland,42,28150
Gerardi,44,09200
Banks,44,46100
Adams,57,11330
Flint,38,10110
Moore,52,80680
Gingras,45,03250
Koeppen,58,67230
Smith,37,04120
Jacob,38,07270
Bedell,39,62930
Barkan,50,18520
Gilmore,42,51320
Butler,58,14170
Patrick,44,82130
Crawford,56,32490
Schubert,46,27570
Montpas,61,63330
Burkholder,49,76750
Mathis,48,89350
Page,33,77540
Hambric,38,23300
Hicks,48,41400
Berry,43,85320
Tipton,28,66600
Walker,32,09500
Radsky,53,24560
Bennett,54,88200
Thompson,44,50540
Kent,38,69610
Bunch,31,22300
Gainey,31,61210
Alexander,41,40330
Proctor,38,29650
Reyes,47,65220
Kachmarsky,34,24390
Baker,56,76380
Daniels,33,54740
Zuniga,41,26400
Boner,41,14140
Halloran,33,38210
Crow,41,64190
Tadlock,43,59230
Pidgeon,62,02110
Edwards,33,47400
Fernandez,45,57340
Lawson,41,35760
Johnson,53,71410
Hoskins,43,98828
Hopkins,39,54490
Shepherd,40,10400
Browning,41,62560
Roberts,28,55210
Patete,59,63270
Hennessey,51,76440
Moore,25,40800
Payne,60,83430
Zielinski,46,01560
Faucette,77,51270
Payton,41,31460
Arceneaux,47,67290
Schmidt,57,32700
Morgan,31,57530
Phillips,47,39140
Avey,71,92340
Sneed,44,89710
Worthington,55,25190
Scott,38,08150
Gossett,42,16200
Gomez,45,37220
Kennan,54,21320
Thomson,49,48200
Layton,56,77170
Dunn,48,89150
Woody,43,38110
May,46,18370
Haines,51,37460
Jackson,34,14400
Huggins,37,17150
Rafferty,28,25870
Bishop,53,10270
Bratcher,51,76420
Fallenstein,58,16380
Castillo,52,89200
Wall,33,53950
Nunley,35,31550
Arana,52,26410
Bell,44,57590
King,53,90400
Foti,44,62128
Lewis,20,62147
Amerson,52,67130
Bledsoe,54,25660
Dunham,50,07690
Perkins,39,62380
Groves,68,31540
Odell,54,10700
Rao,45,77720
Vega,53,80300
Burton,43,70110
Thomas,39,85260
Wesson,43,66560
Gorius,42,24130
Davis,47,62124
Everett,56,71500
Alexander,45,89740
Jimenez,44,60600
Hall,54,17430
Williams,32,08400
Smith,22,44440
Sykes,26,74210
Simon,35,54123
Cole,35,01800
Richardson,53,04800
Clay,36,69390
Bullock,21,23000
Lyman,49,01300
Nobles,39,21260
Cortes,48,57260
Chenault,39,54170
Barnes,51,71700
Kirby,35,56920
Iannaccone,39,14430
Strand,37,64310
Breitenbach,44,26600
Walker,48,60480
Pescatore,46,77540
Gibson,48,64390
Loucks,29,14320
Gillis,59,36800
Frezzo,35,73390
Snethen,35,03210
Thomas,60,25650
Recalde,38,09460
Hansel,39,72130
Ippolito,57,80120
Frazier,63,17130
Mello,52,41250
Wold,55,87120
Perotti,33,35130
Maxwell,47,13710
Jones,44,03190
Huguenin,33,25150
Lesky,55,39150
Peters,51,24800
Centeno,48,59551
Chisam,19,87130
Ashby,40,33580
Andersen,48,49400
Guillen,49,33410
Shavers,51,40380
Burnette,45,32130
Smallwood,60,17610
Boeke,44,26560
Watson,40,31590
Spencer,31,76110
Beard,45,95450
Simmons,58,36330
Echols,28,76520
Gath,49,71240
Robson,47,17460
Gillilan,42,10220
Cohn,55,33240
Booth,29,71590
Soriano,43,46330
Iler,44,16210
Darden,58,52330
Ogden,52,12190
Leaming,44,47180
Sanders,63,61210
Weiss,54,79360
Gadison,42,86330
Real,34,65360
Larsen,45,01150
Grant,51,19150
Ragsdale,44,57720
Pierson,71,01250
Taylor,39,76380
Hassenfritz,40,98751
Denson,49,70190
Gustafson,54,62550
Seabrook,56,62850
Pimental,27,21130
Shoals,69,28150
Jackson,41,62127
Ammons,57,02000
Rollins,37,37210
Hewson,52,22490
Whitehead,52,62940
Martinez,56,01470
Clemans,51,71960
Delcastillo,43,24470
Stahl,59,03270
Cauterucci,48,67360
Redmon,46,79110
Adamson,25,16110
Aldrege,21,50140
Mcsween,38,54370
Patrick,63,86490
Smith,55,02310
Ratledge,54,80640
Radosevich,55,55200
Cyree,46,86350
Street,54,62130
Vahle,47,13600
Lane,49,05480
Baker,39,59800
Coffman,52,02590
Ingram,58,52000
Wells,42,14170
Koczera,41,50310
Marple,43,71100
Mohr,44,40180
Champion,56,26190
Bostick,48,79100
Rodriguez,56,67510
Fields,53,03130
Bagger,43,74490
Wesley,47,67150
Morgan,40,65140
Williams,43,52400
Scolaro,50,38460
Alves,44,14120
Jackson,44,89220
Tibbs,26,76590
Bush,45,34380
Wilmot,29,21120
Lucarelli,54,06710
Combes,48,76430
Christianson,53,59127
Lambert,55,89660
Fairbanks,44,38660
Eldreth,39,86190
Perrez,41,28200
Dixon,46,40170
Perry,64,51210
Barnett,32,81500
Lara,45,58420
Floyd,44,17230
Brink,31,80260
Verdugo,39,27340
Berger,27,80690
Warden,50,27490
Washington,61,27930
Griffin,31,76280
Mullins,56,32230
Smart,44,50240
Mccurry,46,28200
Silva,53,45300
Hunt,63,49270
Villarreal,51,91720
Michelsen,39,45340
Wilborn,34,41200
Davenport,42,22160
Roberts,48,38510
Foss,48,10700
Donson,38,19170
Willingham,32,98600
Thomas,34,50290
Roberts,47,78114
Hernandez,43,59740
Starnes,60,44780
Ryan,35,72340
Mckenzie,54,51800
Meza,44,37120
Gneiser,50,59160
Thompson,52,48700
Langston,37,26560
Straub,48,50430
Park,36,32200
Milligan,42,51510
Deane,40,87130
Mccusker,52,27150
Wills,50,83400
Fox,46,08390
Woodham,44,25200
Sharp,59,68180
Bradford,52,76450
Smith,35,41170
Moore,29,39110
West,59,38800
Newman,30,37800
Barth,36,95700
Troutman,43,90360
Kabel,26,32340
Tague,58,03290
Peterson,51,02130
Taylor,42,59000
Sierra,34,63440
Hallett,62,49320
Jamison,45,64700
Saenz,33,46260
Ferrell,53,28140
Oman,48,57815
King,38,62130
Munson,41,38250
Burnett,41,20290
Bernard,26,59268
Yancy,47,26120
Freeman,43,54930
Romansky,48,56200
Bell,46,76340
Waligora,30,21540
Johnson,38,70200
Mansell,60,77171
Miller,44,21320
Copeland,45,27300
Osbourne,35,64870
Capps,45,71320
Swanigan,66,36230
Newcomb,36,74420
Tucker,62,31160
Freeman,50,77940
Perry,49,30200
Mclaughlin,38,41130
Watson,51,76660
Hall,31,70290
Hirt,27,83630
Gooch,46,88140
Simmons,43,38190
Gamez,31,32100
Brooks,49,38360
Cornelius,32,71330
Patterson,55,21320
Moore,48,32190
Brown,48,79150
Slater,44,57910
Davis,37,89290
Alldredge,59,14140
Patrick,52,21390
Yarbrough,51,28270
Rowold,51,87800
Atwell,42,55260
Slaughter,44,48400
Davis,50,38190
Jones,55,55000
Cooper,54,08290
Hunter,40,66200
Szaflarski,47,60650
Stanick,53,90110
Perkins,47,10210
Stevens,67,06340
Land,39,14950
Lynch,28,62200
Polk,48,56800
Anderson,40,82370
Gutierrez,34,80420
Sutton,48,43350
James,44,28360
Nesbitt,33,54700
Barney,47,10500
Ware,58,26760
Vigil,58,06260
Graff,47,48200
Rogers,43,72550
Allard,38,36110
Little,43,36800
Corrente,62,76740
Baskett,42,27610
Garcia,28,42300
Watkins,46,77520
Leal,63,63730
Davis,35,21440
Flowers,40,86230
Desantis,44,59133
Smith,48,50330
Stephens,45,24510
Cowan,47,20243
Prochaska,39,80300
Bowman,39,10220
Stewart,57,34270
Kelly,55,85540
Stoehr,71,04230
Pons,39,21130
Evans,57,78250
Webber,41,39210
Strong,54,51300
Wade,47,04530
Gilcrease,40,38750
Rodriguez,30,02210
Gatewood,56,10320
Sherrod,31,50420
Daily,62,64330
Purdy,42,50480
Ruse,37,30320
Hager,56,23360
Klar,24,73300
Matheney,42,59680
Jones,71,89260
Hudgins,43,89200
Garren,49,74400
Ballard,43,06160
Vanderwal,44,70000
Frank,46,01090
Cherry,47,38230
Elkins,34,09300
Krause,40,25680
Campos,41,85240
Rice,44,25360
Cain,38,05300
Young,52,57645
Blackburn,33,04420
Gray,39,22200
Young,50,29250
Rodriguez,51,30450
Morales,50,50660
Jaillet,54,98773
Sherman,47,78320
Saddler,52,50320
Jones,47,20232
Esche,48,52400
Martinez,42,64300
Floyd,34,67600
Miller,31,34190
Hutcherson,38,62100
Cousins,48,58240
Rossi,37,25450
Penton,61,73260
Purifoy,44,79400
Quince,33,39290
Kavanagh,26,62930
Johnson,40,51300
Mysak,41,71480
Spradlin,55,24240
Marchiori,47,32400
Schatz,40,29252
Taylor,46,48310
Mott,48,61310
Mccloud,39,01300
Thomas,53,62151
Witherspoon,49,14210
Cole,41,42120
Miles,40,30400
Capulong,61,38860
Hendrickson,48,38160
Bowen,39,88210
Melendez,34,49120
Doyle,55,56380
Smith,46,33540
Johnson,56,27270
Stewart,63,62162
Conway,32,84220
Crawford,46,73210
Vagliardo,53,70100
Adams,48,74160
Ballance,48,65130
Hulbert,45,35160
Jackson,43,86190
Wilson,40,07340
Weaver,56,88550
Numbers,62,22610
Reynolds,42,03130
Daye,46,80300
Yother,49,16120
Lambert,52,71350
Tanguma,43,49220
Stiltner,64,86260
Dehn,64,62231
Flores,44,17400
Williams,50,29300
King,43,16150
Hunter,44,59310
Rivera,33,88630
Gaston,45,80360
Morse,65,24610
Mcclaine,55,43270
Lerman,40,52130
Lutz,47,61330
Edmundson,53,50190
Garcia,49,80220
Matthews,40,31420
Doman,76,70190
Brown,48,41370
Boyles,48,03250
Augustine,47,09000
Schumann,35,95810
Clarke,42,32130
Urias,41,02140
Owen,42,14850
Crowe,43,49500
Thompson,30,39240
Evans,47,71700
Norris,52,34190
Hale,44,10200
Sledge,45,09500
Eck,46,72260
Azar,36,61250
Cherry,54,16480
Thompkins,61,80430
Haigh,48,16140
Aguilar,51,68990
Kaufman,51,26790
Bauder,34,20133
Wright,34,59870
Jennings,59,57340
Brown,49,08110
Braddock,45,74130
Chavez,48,05300
Morales,52,72430
Struck,50,65300
Oxford,50,15400
Dewees,32,60162
Mceachern,45,33230
Trevino,62,62180
Ellison,37,02130
Schlossberg,43,02260
Mccarrel,34,40410
Hopper,51,79110
Thomas,51,55000
Heras,36,78270
Scott,49,54380
Pollock,49,61270
Navarro,56,40320
Tilton,35,14380
Shaver,44,46140
Rogers,45,62179
Smith,39,56140
Portillo,66,50420
Forte,41,62127
Buisson,43,33230
Roberts,57,27210
Roggenbaum,61,48130
Whitis,31,74350
Riston,47,02140
Engelbrecht,36,16300
Marquardt,55,76780
Ferguson,42,85210
Morse,42,62850
Morgan,38,68780
Smith,44,22300
Stillwagon,32,76110
Thompson,44,39700
Jensen,44,41110
Mistrot,25,31800
Underhill,25,64350
Gould,52,50450
Newton,47,01230
Morris,43,88600
Mcmath,21,59440
Folks,44,33320
Evans,36,52140
Davis,48,45290
Miller,37,73190
Avery,46,44540
Salis,59,54630
Wood,54,11230
Isaacs,40,83630
Dowell,46,62290
Clark,27,64420
Weems,33,03360
Kukauskas,40,63680
Johnson,41,89110
Egleston,53,34130
Richards,32,86350
Devers,11,32380
Martinez,50,07210
Carson,60,49340
Mcfarland,62,56580
Cobbs,62,39250
Balch,60,54800
Keitel,47,57320
Lewis,35,55260
Bryd,26,97430
Thurber,58,85450
Trotter,34,04420
Wilkerson,46,03190
Kretschmer,40,72300
Malveaux,54,98790
Guintanilla,41,50250
Smith,41,83440
Chapman,42,31260
Poulin,33,61220
Larson,36,24190
Jasper,42,39170
Courson,42,81500
Graziani,50,01260
Rosemond,35,81150
Granados,32,14340
Cervantes,32,65390
Hill,39,29460
Vick,34,67290
Hart,49,35210
Mccabe,46,72170
Stapleton,54,68470
Peters,54,15500
Slaton,61,28310
Huber,45,71110
Slaff,47,16360
Thomas,49,48310
Tillman,54,76560
Alvarez,53,62240
Smith,33,50300
Padovano,44,09600
Boone,37,62340
Peterson,47,33430
Schweitzer,44,22650
Steele,33,74270
Cannady,36,12630
Strahle,33,27240
Morgan,47,19150
Dearmitt,44,07150
Lazzari,51,18160
Smith,42,88560
Kim,50,45140
Henry,40,20140
Buck,54,06610
Mills,39,86500
Majera,31,22290
Gering,44,91700
Aumiller,37,54730
Snider,50,36210
Jenkins,44,72240
Stubblefield,49,62990
Clements,52,27230
Golden,51,50430
Pinkett,40,77410
Carter,38,71330
James,28,56800
Huffman,43,15110
Hooper,30,80360
Patterson,44,19700
Dickow,37,77580
Strong,41,36240
Shepherd,62,64130
Coates,54,85470
Hyatt,41,40180
Backlund,52,91660
Orndorff,42,39700
Specht,69,81430
Ciraulo,48,01160
Lyster,61,49440
Nguyen,56,47400
Rall,53,62170
Szerszen,35,52800
Colvard,56,09100
Carlson,44,47360
Creagh,35,28410
Mccray,42,88500
Mcclain,47,74550
Fontenot,51,76220
Galloway,46,63420
Smith,36,61120
Whitson,55,39310
Graf,59,24400
Metheney,38,53170
Sutton,56,74800
Lynch,51,78860
Piermont,47,53480
Bindel,55,79250
Chu,42,39130
Thompson,38,77620
Bryan,70,08600
Orleans,54,71460
Edgar,42,08400
Palmer,59,12270
Crafter,35,35111
Blake,49,47290
Rodriguez,39,27500
Green,40,31540
Freeman,47,64330
Britt,56,22270
Gilbert,41,88500
Holmes,50,62117
Williams,58,50410
Lamb,50,89800
Groff,34,32400
Reeb,40,70180
Walker,52,51240
Craighead,41,16380
Bourgeois,51,58110
Gantz,53,78200
Myers,35,24590
Pellham,40,82100
Boyles,52,38114
Labranche,47,31290
Tatum,33,76270
Johnson,35,34725
Mccoin,25,60130
Winchell,55,81430
Masters,47,07100
Polzin,60,07140
Newton,28,70130
Watson,37,08240
Keirnan,53,65240
Rooney,44,42110
Alleyne,37,62120
Blair,47,81120
Berry,36,52160
Callahan,36,21450
Ramirez,40,20128
Arce,51,33410
Pineda,36,58330
Smith,34,09800
Knowlton,42,57620
Eldred,37,62810
Jellerson,61,67230
Roberts,52,62130
Wolfe,41,20234
Lopez,51,27220
Neal,62,49540
Downing,45,49170
Brown,51,49520
Herrel,40,28150
Stroh,47,81300
Monroe,49,27260
Allen,34,17400
Kent,48,81340
Bacon,30,80400
Culley,56,47400
Andersen,52,71240
Munoz,54,24300
Perez,39,40180
Jackson,34,39260
Campanelli,42,30420
Pires,46,52500
Flakes,45,38730
Davis,41,21410
Giannotti,54,52360
Miller,53,31430
Jordan,63,69200
Snyder,46,70130
Mejia,43,33230
Nelson,38,14140
Quinonez,40,52400
Watts,45,72380
Barnett,38,57130
Swanson,47,34460
Leavitt,58,37420
Meade,38,83330
Gomez,45,12490
Perez,43,65190
Whitaker,43,30210
Tapia,39,33340
Johnson,42,20240
Poulsen,36,65370
Eddy,57,31410
Schlenz,30,74140
Jorgensen,45,80140
Templeton,53,61150
Parlin,30,24290
Kim,58,94340
Howard,56,06510
Marriner,45,79270
Snellgrove,25,55150
Bolin,27,19360
Pullen,44,74420
Faucher,38,60730
Dates,47,52500
Marshall,65,57420
Bolton,41,82350
Malach,25,51150
Elbert,37,60380
Mcmullen,49,41330
Reagon,52,65240
Lucero,54,80140
Mcbee,62,22270
Ables,57,81440
Hill,35,02680
Norton,33,38350
Allen,49,88300
Donaldson,62,27800
Colbert,54,39200
Hennessey,53,77890
Lee,62,55150
Jones,42,65200
Landon,29,21330
Hills,51,53230
Fryer,55,74230
Simon,60,37110
Young,55,45210
Russo,76,07100
Mayoras,32,72320
Brown,40,54300
Denley,58,37140
Biederman,53,02330
Vincent,49,38860
Weinberg,48,28190
Hall,40,45270
Chrisman,43,70240
Burgess,51,16350
White,29,80300
Bolen,45,02420
Gloden,60,82150
Green,40,59293
Dawson,50,78490
Bembry,72,69690
Nolette,35,04380
Zeigler,33,48600
Gobel,54,73150
Esqueda,58,64310
Farr,61,88350
Mcclendon,31,80160
Santillo,44,95560
Nelson,46,67330
Forbes,52,79400
Keller,32,14800
Stryker,60,76160
Sandoval,62,74160
Norman,49,04110
Spraggins,49,89480
Sims,48,71700
Green,53,33220
Mclucas,48,84400
Simpson,40,58700
Manora,52,27190
Perez,48,59820
Rankin,36,14112
Howell,38,30580
Smith,40,46090
Stewart,31,47230
Sampson,33,62130
Brighton,37,80500
Galvis,45,71540
Butler,51,72650
Perales,48,80290
Slack,55,70230
Hewitt,39,17810
Gist,59,52100
Layman,63,42110
Reichert,54,55600
Beard,34,22330
Garcia,40,11390
Cooper,47,37310
Brown,42,11000
Beringer,45,27820
Howland,50,48250
Peron,43,90140
Nichols,42,88000
Wheeler,20,57470
Lincoln,41,89144
Smith,28,32310
Steele,30,45210
Lane,45,18270
Norment,41,06420
Ek,38,31800
King,51,28500
Simpson,24,76510
Archibald,37,77950
Johnson,53,67480
Bell,59,56140
Turnbull,26,28260
Crouch,65,57200
Hammond,61,76410
Moreau,35,76680
Bryan,44,86170
Sims,56,49100
Ngo,35,03140
Lucero,49,95570
Hendryx,52,54470
Little,57,65460
Yee,60,23320
Nordenstrom,55,48310
Segura,51,50220
Hanson,44,48500
Ramos,44,80250
Grant,50,31210
Ammerman,29,22800
Revell,53,28400
Cashion,54,07230
Buckley,38,91690
Ruminski,28,50270
Lariviere,42,42380
Lawson,39,79370
Kucharski,46,51300
Chau,43,14250
Cherrington,45,60220
Mcmanus,38,10140
Blandy,37,49120
Servant,51,76480
Garrett,46,34700
Forrest,52,60170
Wright,71,11480
Davison,45,55220
Garcia,67,50370
Snipes,67,02310
Schell,60,67160
Bonifant,47,49123
Alvaro,65,40500
Thomas,52,65360
Ally,39,65400
Williams,47,67350
Wilkinson,47,02690
Portz,38,17137
Escobedo,41,80210
Hauser,40,13360
Williams,48,64510
Parks,54,17770
Mcdonald,39,33210
Hammen,38,58330
Barber,57,61400
Alicea,47,30730
Heinrich,27,91160
Febus,41,77400
Engram,32,14220
Stella,54,08250
Malone,42,69280
Mccleave,46,08170
Fiscus,49,63320
Burgin,33,76730
Williamson,35,84400
Naylor,55,24440
Warmbier,46,47200
Thomas,67,53150
Gonzalez,37,24800
Everett,53,61110
Brooks,53,60210
Schoenthal,31,62140
Lehtonen,35,60310
Roberson,46,38480
Williams,46,02860
Peacock,39,40150
Huddleston,63,27190
Cain,53,03400
Marston,58,03230
Alexis,57,47410
Tobar,46,40120
Bond,47,27220
Urquhart,43,14270
Daly,28,31510
Carroll,52,71300
Lazarine,51,81150
Stogsdill,28,25560
Minihane,46,59550
Racine,53,12460
Morales,35,21610
Kelly,38,34320
Abernethy,46,87150
Seals,64,67350
Vastardis,37,80270
Roberts,34,89210
Butler,55,25680
Deacy,43,50300
Loya,47,52800
Buller,51,18300
Heon,34,26600
Woock,33,67650
Underwood,47,17250
Mclaughlin,53,80140
Boham,58,78710
Fischl,53,43300
Beckwith,38,07470
Kelly,48,72260
Sack,53,78630
Sagedahl,35,14210
Green,45,57680
Shupe,51,27420
Rush,40,70100
Santoyo,41,91740
Haycook,41,61500
Chantler,53,64200
Babcock,40,61100
Orellana,58,48270
Hanson,54,17470
Ivy,16,88300
Hebert,51,31140
Riddick,40,54260
Bailey,43,86530
Kozlowski,43,04400
Bingham,44,65320
Hogan,42,08220
Drayton,13,89200
Mcvey,59,22400
Rowden,36,61320
Gonzalez,46,89560
Brooks,43,02860
Clute,48,74200
Davis,51,02270
Garabedian,37,50250
Guadagno,33,71140
Millett,53,98828
Shingler,50,26170
Runge,46,42140
Nolan,46,23170
Lyons,29,15160
Morris,48,01290
Kershaw,36,55270
Baugh,35,89700
Adams,57,29253
Miller,59,29300
Fletcher,38,55130
